task_id,trial_id,model,prompt_hash,taxonomy_version,success,stage,error_type,signature,returncode,gen_elapsed_sec,elapsed_sec,context_used,context_num_files,repo_context_preview,format_used,format_ok,format_reason,patch_lines_added,patch_lines_removed,files_changed,timestamp,seed
django__django-12286,0,Qwen/Qwen2.5-Coder-7B-Instruct,1389701604b526901933b83fb2aa28bafeccc24d31c2360b94fb7ee4354372a7,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.3684580326080322,0.5548195838928223,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,2,2,2026-02-17T08:14:40.747484,42
django__django-12308,0,Qwen/Qwen2.5-Coder-7B-Instruct,7fb17b8859349c66b62fe15a4bbca4ea4d43562aee6b7fcb73d451b708afd617,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.2214395999908447,0.9789354801177979,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,8,0,1,2026-02-17T08:14:47.990245,42
django__django-12453,0,Qwen/Qwen2.5-Coder-7B-Instruct,dee2d42b99843dbc282bc24dc384ab64c2c2d5e5703bcd890c440e3a1a7352fd,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.5283217430114746,0.5923001766204834,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,3,2,1,2026-02-17T08:14:55.379586,42
django__django-12470,0,Qwen/Qwen2.5-Coder-7B-Instruct,eb6e4eb0024875006150c96024d1ea24c103b1e8ef2a7be9f17473456777f745,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6397154331207275,0.5498294830322266,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,2,1,2026-02-17T08:15:00.761375,42
django__django-12497,0,Qwen/Qwen2.5-Coder-7B-Instruct,41503ed40290630d73059b6ca6a77bdafdbe3abeb854c3aba414c44f8a4d8166,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.2190463542938232,0.6045293807983398,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:15:04.532232,42
django__django-12589,0,Qwen/Qwen2.5-Coder-7B-Instruct,b673ac16d880c57ecf63b70ee06818086eca490a0f9bbf8cfd4ff294303b2a70,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8883283138275146,0.49678564071655273,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,0,1,2026-02-17T08:15:09.498659,42
django__django-12700,0,Qwen/Qwen2.5-Coder-7B-Instruct,c6cac01882d03c678caf4492491bb83ab3bde2ee13dff5058816dfb6bdb6c7d8,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.5433826446533203,0.5200591087341309,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,14,0,1,2026-02-17T08:15:13.725936,42
django__django-12708,0,Qwen/Qwen2.5-Coder-7B-Instruct,96d3caf05412ebebea4363c8d129afd836c65135cac1b930cea3c1121530cfdf,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.824077844619751,0.5157699584960938,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:15:20.612912,42
django__django-12747,0,Qwen/Qwen2.5-Coder-7B-Instruct,0d49b300bd22b6da7ff43c81c5de82b832ddab20bb129cd45b7bc5a173fe09bd,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5921783447265625,0.5420966148376465,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:15:24.723613,42
django__django-12856,0,Qwen/Qwen2.5-Coder-7B-Instruct,718db93b9ce35c3b1aced62d70654597f8fa57d79dc37139e8854ef870f2a816,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.31912088394165,0.5822761058807373,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,10,1,1,2026-02-17T08:15:28.402898,42
django__django-12908,0,Qwen/Qwen2.5-Coder-7B-Instruct,2864def1c5c63d007bbdf37e653555dfa962ab756d7aa4d23b9ae5c821110994,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_hunk_failed,1,2.8776822090148926,0.5296773910522461,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,3,0,1,2026-02-17T08:15:37.598076,42
django__django-12915,0,Qwen/Qwen2.5-Coder-7B-Instruct,b756bfd454e58629f510f5894215262612242789899c100d178ce3433cb771b8,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6549816131591797,0.5275471210479736,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,5,0,1,2026-02-17T08:15:44.560176,42
django__django-12983,0,Qwen/Qwen2.5-Coder-7B-Instruct,78ca97187344946d3632f8de6def7584dd10d6e89d60fcd9070e1671de66eb03,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.983361005783081,0.5090484619140625,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,0,1,2026-02-17T08:15:48.348782,42
django__django-13028,0,Qwen/Qwen2.5-Coder-7B-Instruct,5730688a3439ae8ae8f807f3e8d55017a6357e0fee27040c65a13afe84851f22,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8664071559906006,0.5355744361877441,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:15:54.485338,42
django__django-13033,0,Qwen/Qwen2.5-Coder-7B-Instruct,aa1e4661ff7885e9973ede8b0535cb7e5d43a35efc3dd3e103f68e477ed3e8b1,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5630059242248535,0.5048062801361084,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,0,1,2026-02-17T08:15:58.711152,42
django__django-13158,0,Qwen/Qwen2.5-Coder-7B-Instruct,067773206f404be3b46e4e79e5cff04ccc2070ec2cc121d3382fb7eb98f38048,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.1104862689971924,0.5394599437713623,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,2,2,2026-02-17T08:16:02.292012,42
django__django-13220,0,Qwen/Qwen2.5-Coder-7B-Instruct,09d2e4ea7fcf7bf82a223c43859795ceeaa04459a7916ba0db8a7a133c8779fd,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.046254873275757,0.5406978130340576,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,7,0,1,2026-02-17T08:16:09.007693,42
django__django-13230,0,Qwen/Qwen2.5-Coder-7B-Instruct,03a0c608206cf285a4a33e869bec042bbd7610c5d4592aae28929a5a01a313f3,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.161118268966675,0.5183224678039551,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,0,1,2026-02-17T08:16:13.595994,42
django__django-13265,0,Qwen/Qwen2.5-Coder-7B-Instruct,9ac7501dfa880ffc6b51ba0b52cd1eef1eee89c0ab38310e63702ed9b7f69cf0,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_path_missing,1,3.067758083343506,0.5278017520904541,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,5,5,1,2026-02-17T08:16:18.394953,42
django__django-13315,0,Qwen/Qwen2.5-Coder-7B-Instruct,7acf4f781d66d8345ce74b8943dc5b70be74174a75c2e5c09d0db15835e40dd0,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.2929494380950928,0.525930643081665,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,2,2,2026-02-17T08:16:25.021318,42
django__django-13321,0,Qwen/Qwen2.5-Coder-7B-Instruct,4709d8cc1ee92af35df784074ea157c675594c37c416b8e244431c9e5ebfad8a,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.9210608005523682,0.5780832767486572,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,3,1,1,2026-02-17T08:16:32.093687,42
django__django-13401,0,Qwen/Qwen2.5-Coder-7B-Instruct,6dc7d0b16882453ee8d24aa56504cd0911611bd28db88de5afc95dd91ae53716,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.540750503540039,0.5621743202209473,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,3,0,1,2026-02-17T08:16:36.444639,42
django__django-13447,0,Qwen/Qwen2.5-Coder-7B-Instruct,e0fd9d24e67133d03403ee7d311cd30154b9863ee464e18f6296f3c87b70134d,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.911370277404785,0.5833766460418701,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,19,0,2,2026-02-17T08:16:42.047021,42
django__django-13448,0,Qwen/Qwen2.5-Coder-7B-Instruct,92bf4ddaffc67ca28bdba2a212fc3a9b13890e66e83947b12c2ad2fb6563796c,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,3.3630638122558594,3.3630638122558594,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,False,"formatter_exception: Error code: 400 - {'error': {'message': ""'max_tokens' or 'max_completion_tokens' is too large: 2048. This model's maximum context length is 4096 tokens and your request has 2321 input tokens (2048 > 4096 - 2321). None"", 'type': 'BadRequestError', 'param': None, 'code': 400}}",0,0,0,2026-02-17T08:16:50.408994,42
django__django-13551,0,Qwen/Qwen2.5-Coder-7B-Instruct,fc09ab2532656166865d5ab57a9eb1bdf531c133e36965c390d1ff9095f6c49d,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8163375854492188,0.5908002853393555,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,1,1,2026-02-17T08:16:53.791510,42
django__django-13590,0,Qwen/Qwen2.5-Coder-7B-Instruct,fa0be1efc6b56bcde5990faebb27411489ff762152433349d9234bf7425e77ec,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4651689529418945,0.5872454643249512,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:16:57.973877,42
django__django-13658,0,Qwen/Qwen2.5-Coder-7B-Instruct,2528e5ccf387c1c4fa275848c214adb499660191ec6d3b21ba97695f16a9011a,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.6684775352478027,0.5199704170227051,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,2,1,2026-02-17T08:17:01.429458,42
django__django-13660,0,Qwen/Qwen2.5-Coder-7B-Instruct,5cdc6413824b8a2e8b3ee6179ab219a6e3f5d8597d06da07a4242627a07592f5,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6661977767944336,0.5092964172363281,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:17:07.235474,42
django__django-13710,0,Qwen/Qwen2.5-Coder-7B-Instruct,16a1b18465be237520afc5c3173a110610df320221441b123ab30e0dd1814c38,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.9226670265197754,0.5544800758361816,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,0,1,2026-02-17T08:17:11.028311,42
django__django-13757,0,Qwen/Qwen2.5-Coder-7B-Instruct,4c170b96a3b37b9b54b2ba58f5c9a9bd12a4ec7cf0f8091d7d01ad7b4f7a2729,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.1972906589508057,0.5804197788238525,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:17:15.370817,42
django__django-13768,0,Qwen/Qwen2.5-Coder-7B-Instruct,41600b743e993c8fea8ad3984a00e920db8f8249e408a3251f65a2b1394b9083,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8273353576660156,0.5322299003601074,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,0,1,2026-02-17T08:17:18.375474,42
django__django-13925,0,Qwen/Qwen2.5-Coder-7B-Instruct,52b3d69b52a350c5e76f6c9f64b29917b4d09fdf4137f9481a9ed607a661e2b0,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.0829761028289795,0.6168382167816162,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,0,1,2026-02-17T08:17:22.517037,42
django__django-13933,0,Qwen/Qwen2.5-Coder-7B-Instruct,282aa826a64985b49d6ec6e18d6e5fbe479c7302cedb22bb71003db4a9c20cac,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5469110012054443,0.5301158428192139,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:17:25.243086,42
