task_id,trial_id,model,prompt_hash,taxonomy_version,success,stage,error_type,signature,returncode,gen_elapsed_sec,elapsed_sec,patch_lines_added,patch_lines_removed,files_changed,timestamp,seed
django__django-15202,0,Qwen/Qwen2.5-Coder-7B-Instruct,7f1da07199eefda724d4b151c1f7ca52bbd09a52e83a1660d0739ad9e32c115a,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.6195497512817383,0.6570441722869873,2,2,1,2026-02-12T20:18:48.827641,42
django__django-15213,0,Qwen/Qwen2.5-Coder-7B-Instruct,1ee190dd3e35d020a99b1ecc861267b99228011e244e5e45c3b0b9def0b70a5a,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4166159629821777,0.5142331123352051,3,0,1,2026-02-12T20:18:52.104892,42
django__django-15252,0,Qwen/Qwen2.5-Coder-7B-Instruct,75cf9946c03c43716f9fed3feb6a3386e1065f77872cf3c20dd9cb15b757fc2f,B-v2-step2-A,False,GEN,GEN_FAIL,invalid_diff_format,,3.8209917545318604,3.8209917545318604,0,0,0,2026-02-12T20:18:54.036435,42
django__django-15320,0,Qwen/Qwen2.5-Coder-7B-Instruct,71c58246131dbc7dbd1be82535002c2f7ce068c06515c903ba4f3f4240ed932a,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4967331886291504,0.5989227294921875,1,0,1,2026-02-12T20:18:57.857723,42
django__django-15347,0,Qwen/Qwen2.5-Coder-7B-Instruct,80d9bb23a57e8c88fac85f2ab183baded95f650bf811e206f5eecd481924f05c,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.2472856044769287,0.5228755474090576,2,2,1,2026-02-12T20:18:59.953952,42
django__django-15388,0,Qwen/Qwen2.5-Coder-7B-Instruct,14de46e5c701bf38afd9aa114a423edda38b445f0cc9f0ace0b55b536d356a28,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.0330216884613037,0.6185309886932373,2,0,1,2026-02-12T20:19:02.724736,42
django__django-15400,0,Qwen/Qwen2.5-Coder-7B-Instruct,197cd1b8eb7c80af5622067ba5aef53d2b0e3b23e2805e3d137e643e1de29a37,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6413514614105225,0.5579371452331543,5,0,1,2026-02-12T20:19:05.376689,42
django__django-15498,0,Qwen/Qwen2.5-Coder-7B-Instruct,59f3c94936ec4f4586eac66710bf859e3a37ddc4a48f32182ed36f44a84be11f,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.429182767868042,0.5380375385284424,1,1,1,2026-02-12T20:19:07.576670,42
django__django-15695,0,Qwen/Qwen2.5-Coder-7B-Instruct,a8ee8cfd309e281e509125c0e16b2a7c002e84ef7209a749f3556384a8d5f4b1,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.9952962398529053,0.5096273422241211,1,1,1,2026-02-12T20:19:09.544355,42
django__django-15738,0,Qwen/Qwen2.5-Coder-7B-Instruct,83d8d1f27a5cfe09c485169d9ccde7a109956e586ab0bbc05fe5e3f93e1cad3e,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_hunk_failed,1,2.8403899669647217,0.5237324237823486,4,4,1,2026-02-12T20:19:12.049894,42
django__django-15781,0,Qwen/Qwen2.5-Coder-7B-Instruct,49ab006428f1dd0392974e573638ace6085731684b0c3737cbdb10b159f7db13,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.164090394973755,0.5484180450439453,1,1,1,2026-02-12T20:19:15.414733,42
django__django-15789,0,Qwen/Qwen2.5-Coder-7B-Instruct,b498ab9bd272d80746744d521bbcf8e9be384a4cd130a23af92a8c98aa2b54b4,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.51141095161438,0.4942471981048584,8,2,2,2026-02-12T20:19:18.127654,42
django__django-15790,0,Qwen/Qwen2.5-Coder-7B-Instruct,2bc2745757c783601712ddc67363a999e064fffd1ec54407b3283e44700da63f,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7944908142089844,0.4887356758117676,1,1,1,2026-02-12T20:19:23.133731,42
django__django-15814,0,Qwen/Qwen2.5-Coder-7B-Instruct,4119a2b2044d6a1091bd48b79a4023f624ba77449c2902ce855811ae4ff3982d,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7078087329864502,0.559746503829956,1,1,1,2026-02-12T20:19:25.417594,42
django__django-15819,0,Qwen/Qwen2.5-Coder-7B-Instruct,6ddb38aac76f8cb7080192911b6e81638c92fb921762e33123f6603be57b87af,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8163528442382812,0.5078520774841309,3,0,1,2026-02-12T20:19:27.685736,42
django__django-15851,0,Qwen/Qwen2.5-Coder-7B-Instruct,03b61f96110cc94751e3050ff81524749b941fc79ce3a2c79ca0139f487a4128,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.2467856407165527,0.4845845699310303,1,1,1,2026-02-12T20:19:30.010343,42
django__django-15902,0,Qwen/Qwen2.5-Coder-7B-Instruct,355955b4ad6e2b76c9ca6763a1393511afe8d6315b9f93a35cfd35a163102212,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.3641867637634277,0.49292826652526855,3,0,1,2026-02-12T20:19:31.742172,42
django__django-15996,0,Qwen/Qwen2.5-Coder-7B-Instruct,09a3d132ee088e5634640d4b377243ab36525fb93cc3a074179b1527d356f86b,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7924189567565918,0.5598797798156738,4,0,1,2026-02-12T20:19:33.599902,42
django__django-16041,0,Qwen/Qwen2.5-Coder-7B-Instruct,7a3f3272ed9cca954b23a6df937090b93b36d989572d87f4755797345a266a80,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5886874198913574,0.5118670463562012,1,1,1,2026-02-12T20:19:35.952627,42
django__django-16046,0,Qwen/Qwen2.5-Coder-7B-Instruct,64e3bd382364628b9af00cbd50118c03f2109108ecb591be06fb65f86d73ff79,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6042773723602295,0.5769951343536377,1,1,1,2026-02-12T20:19:38.053648,42
django__django-16139,0,Qwen/Qwen2.5-Coder-7B-Instruct,80100a6d8443a3ddd8a9bc54668eb1476ff64a6f8b6c909c031d35a4a3e33824,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5857539176940918,0.49574995040893555,1,1,1,2026-02-12T20:19:40.235310,42
django__django-16229,0,Qwen/Qwen2.5-Coder-7B-Instruct,1a0c71d2ef6ab5a7bfe9eacf74023548f9e8ff75872874f3315787617c526e2b,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_path_missing,1,2.9004383087158203,0.65509033203125,10,0,2,2026-02-12T20:19:42.317431,42
django__django-16255,0,Qwen/Qwen2.5-Coder-7B-Instruct,395ad724778ac6cce6bbf8f472eea097085df59cbb321fe3577d07bf632c6248,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7180955410003662,0.49587225914001465,1,1,1,2026-02-12T20:19:45.873499,42
django__django-16379,0,Qwen/Qwen2.5-Coder-7B-Instruct,fd72e92edc7b367ffb74c1f738f253be3c5c76848e2fe975b898ef403a2398f7,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7364599704742432,0.5176568031311035,1,1,1,2026-02-12T20:19:48.088105,42
django__django-16400,0,Qwen/Qwen2.5-Coder-7B-Instruct,74169354bb9c1ca5d9e27defe9696624e500186d3553bb0b4750b9c55d919548,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.323275327682495,0.629157543182373,7,1,2,2026-02-12T20:19:50.342662,42
django__django-16408,0,Qwen/Qwen2.5-Coder-7B-Instruct,b69a68d3b13dbc652ecc05912783ae70ce9f270046d0cb2d0e9293a5f1fcf1c8,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8940129280090332,0.5312108993530273,5,0,1,2026-02-12T20:19:55.295587,42
django__django-16527,0,Qwen/Qwen2.5-Coder-7B-Instruct,f5e1e7fd68740463b1477e7c589e565273fea6ea0d1e953ae1f773208f418487,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.3754875659942627,0.5214602947235107,1,1,1,2026-02-12T20:19:57.721426,42
django__django-16595,0,Qwen/Qwen2.5-Coder-7B-Instruct,1bb07322687dbe38b82f1d46ed143e6b23747fb6a55152d0061ffcc1dd80d6d3,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8475773334503174,0.5138454437255859,4,0,1,2026-02-12T20:19:59.618858,42
django__django-16816,0,Qwen/Qwen2.5-Coder-7B-Instruct,9bae38f321b0d060852ab6c8dde8ebca1312b80b98a648dff85d6754f521f081,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.2244510650634766,0.5948004722595215,1,0,1,2026-02-12T20:20:01.980794,42
django__django-16820,0,Qwen/Qwen2.5-Coder-7B-Instruct,8be2123607c3b8a6f73893a28db9f4220bc1ca0ab34a93815681284f4f4f9bc4,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.233576536178589,0.5242784023284912,4,0,1,2026-02-12T20:20:03.800686,42
django__django-16873,0,Qwen/Qwen2.5-Coder-7B-Instruct,8eb2069b435a81a1c3249ab03d086748fa64986efe4a6e59818a6c62d21ce775,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.3895466327667236,0.48334169387817383,1,1,1,2026-02-12T20:20:08.559021,42
django__django-16910,0,Qwen/Qwen2.5-Coder-7B-Instruct,92d761ea92da2348759ed97d55dff0d9d69287da1196216cd1ffd4a15f9a9d38,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6474833488464355,0.4973769187927246,1,0,1,2026-02-12T20:20:10.432319,42
django__django-17051,0,Qwen/Qwen2.5-Coder-7B-Instruct,b8cac5625669b5dd871cf8a8f30892f9efbb628ce1c90c44e35c0cec78c3bc53,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.6566200256347656,0.5965938568115234,2,2,2,2026-02-12T20:20:12.577687,42
django__django-17087,0,Qwen/Qwen2.5-Coder-7B-Instruct,f4e88fe63fe1ffd9c0b9966b9ce8f04edfb36620a2435af623af4dfb6ac3eac6,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.9864234924316406,0.5272095203399658,2,2,1,2026-02-12T20:20:16.831318,42
matplotlib__matplotlib-18869,0,Qwen/Qwen2.5-Coder-7B-Instruct,b25e9cc434448ee09e782f9f912ff25e04a2f9953930b069e8a25543953a1f0d,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,5.108095169067383,0.543745756149292,9,1,2,2026-02-12T20:20:19.345337,42
matplotlib__matplotlib-22711,0,Qwen/Qwen2.5-Coder-7B-Instruct,7150026b935bd374ea6f6319d14e7cb2b96b8878cae6c06bf4a0c3c96a60b4c9,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_hunk_failed,1,5.738142967224121,0.6352412700653076,12,12,1,2026-02-12T20:20:24.997620,42
matplotlib__matplotlib-22835,0,Qwen/Qwen2.5-Coder-7B-Instruct,2736466fb72ff4946066873b3d9b29b3383a91f38636160746ff55be0e2a39c5,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.676492691040039,0.6595468521118164,8,0,1,2026-02-12T20:20:31.371406,42
matplotlib__matplotlib-23299,0,Qwen/Qwen2.5-Coder-7B-Instruct,f2d2379b6215e625b83ff86863c95a8a9aede77cf59fcb5df8d24c5c5b41ff4b,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4580681324005127,0.49495768547058105,1,1,1,2026-02-12T20:20:33.708013,42
matplotlib__matplotlib-23314,0,Qwen/Qwen2.5-Coder-7B-Instruct,c7a75e50f3ebc0384094d2e9b346e86e538766585aedcf7bcc3bc2b71bf9f26d,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.295356273651123,0.508192777633667,1,0,1,2026-02-12T20:20:35.661710,42
matplotlib__matplotlib-23476,0,Qwen/Qwen2.5-Coder-7B-Instruct,19094f2f44c37b287d2b324e14217495b8f4f655c2814f8df81365f3499b81a0,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.439713478088379,0.4959592819213867,1,1,1,2026-02-12T20:20:37.465917,42
matplotlib__matplotlib-23562,0,Qwen/Qwen2.5-Coder-7B-Instruct,86b4b2124277110c1b17d3941b17a53bbf63fcc702b508000912ce67ee84a3a1,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.130131244659424,0.8665688037872314,1,1,1,2026-02-12T20:20:39.402119,42
matplotlib__matplotlib-23563,0,Qwen/Qwen2.5-Coder-7B-Instruct,ce46fd4d19db84d3c7cc9a8bf964dc2255ac5a6f28df6ee8e43b72c673ef5417,B-v2-step2-A,False,GEN,GEN_FAIL,llm_call_fail,,0.016828060150146484,0.016828060150146484,0,0,0,2026-02-12T20:20:42.399446,42
matplotlib__matplotlib-23913,0,Qwen/Qwen2.5-Coder-7B-Instruct,50c94b8c6f199bfff62eb3940ca6e03559ad8c8e9d80ef01976a9d9e79a814eb,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.4484477043151855,0.4959230422973633,2,0,1,2026-02-12T20:20:42.416689,42
matplotlib__matplotlib-23964,0,Qwen/Qwen2.5-Coder-7B-Instruct,d4de9b0228812b57ddf87d98253843adbf6c35717406983e0f5c10092b75743c,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.3114135265350342,0.4989919662475586,2,0,1,2026-02-12T20:20:45.361498,42
matplotlib__matplotlib-23987,0,Qwen/Qwen2.5-Coder-7B-Instruct,6a24d04b180d790ddbea9bbdfbb1070b70833dee63330e7ade94e15d42ee0146,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,5.296978235244751,0.4812581539154053,3,3,3,2026-02-12T20:20:47.172516,42
matplotlib__matplotlib-24149,0,Qwen/Qwen2.5-Coder-7B-Instruct,5912f960e0f526a2cd56d126f68737d05eef8d58fb7e6c6acac643af0efa6ba7,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.8462109565734863,0.45764684677124023,8,0,2,2026-02-12T20:20:52.951406,42
matplotlib__matplotlib-24265,0,Qwen/Qwen2.5-Coder-7B-Instruct,01614033fc72b9237b939b943845f184a64c4948b25b61501a5f64f085856695,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8928301334381104,0.47461843490600586,2,1,1,2026-02-12T20:20:56.255691,42
matplotlib__matplotlib-24334,0,Qwen/Qwen2.5-Coder-7B-Instruct,d3766a18fee7ec4c05fb20ef57efd218f8683d10cb6ab1ead78db1588142e7a2,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.817871332168579,0.4960005283355713,8,1,1,2026-02-12T20:20:58.623541,42
matplotlib__matplotlib-24970,0,Qwen/Qwen2.5-Coder-7B-Instruct,8028efbb203940bf6243014ea8ff56aa09316e55c111518b0e45e7d6a2e3d0d8,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6666793823242188,0.5126678943634033,1,1,1,2026-02-12T20:21:02.938059,42
matplotlib__matplotlib-25079,0,Qwen/Qwen2.5-Coder-7B-Instruct,aead769b249818a3e4469d05330c30177749f40f09392d58c375b61984948756,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5502336025238037,0.5415799617767334,1,1,1,2026-02-12T20:21:05.118019,42
matplotlib__matplotlib-25311,0,Qwen/Qwen2.5-Coder-7B-Instruct,cc0af229cb16824783c08499c8fac5da4e4a6fe4cce776c2266250a9fd98955c,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.1970820426940918,0.5592138767242432,1,0,1,2026-02-12T20:21:07.210408,42
matplotlib__matplotlib-25332,0,Qwen/Qwen2.5-Coder-7B-Instruct,76a52dcab280b8ddbcc363af46eefd05c075ef2631b0f336d91312e53729ff05,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4841244220733643,0.5522048473358154,1,1,1,2026-02-12T20:21:08.967187,42
matplotlib__matplotlib-25433,0,Qwen/Qwen2.5-Coder-7B-Instruct,41a607e183d60c6005407ef10e3ecc9019f6c61da5dd37356e45673ce5984cb8,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.272733211517334,0.4672708511352539,1,1,1,2026-02-12T20:21:11.004111,42
matplotlib__matplotlib-25442,0,Qwen/Qwen2.5-Coder-7B-Instruct,f1a1c93b80f6cf25a81cca4137ec74e7ff1b83167e9ee419d39fe7c506ed4a1a,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4463794231414795,0.48641514778137207,1,1,1,2026-02-12T20:21:13.744823,42
matplotlib__matplotlib-25498,0,Qwen/Qwen2.5-Coder-7B-Instruct,e8cdb01636f2de2e6618d4da503b8b86a95b612637a45873bb260d121b7c73a4,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.4735748767852783,0.46763157844543457,2,2,1,2026-02-12T20:21:15.678046,42
matplotlib__matplotlib-26011,0,Qwen/Qwen2.5-Coder-7B-Instruct,7eadad9d9cdac6949c83a0bd6109bfb155879f657d4a61cd71bc2857c6c5934f,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.938892126083374,0.5094947814941406,1,1,1,2026-02-12T20:21:18.619675,42
matplotlib__matplotlib-26020,0,Qwen/Qwen2.5-Coder-7B-Instruct,0d5ffbf680a17812254f629c9bfb246d6a6102e0af264f0e93e718841ccd63ab,B-v2-step2-A,False,GEN,GEN_FAIL,llm_call_fail,,0.01990199089050293,0.01990199089050293,0,0,0,2026-02-12T20:21:21.068751,42
mwaskom__seaborn-2848,0,Qwen/Qwen2.5-Coder-7B-Instruct,6f21347cd33098e4a6981a982ced489d2e657abc712f3aec9d96f117dc51fab4,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.110473394393921,0.46736717224121094,3,0,1,2026-02-12T20:21:21.089008,42
mwaskom__seaborn-3010,0,Qwen/Qwen2.5-Coder-7B-Instruct,49b4ad73322948024603137a8418eb1368a88cbc0452e1b73159a8cb4a3e3579,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5559148788452148,0.44567060470581055,3,0,1,2026-02-12T20:21:23.667294,42
mwaskom__seaborn-3190,0,Qwen/Qwen2.5-Coder-7B-Instruct,af305193d5c603ad824fe6863386b30f391d34b4ed4fcee51619bbe1000aaab0,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5691344738006592,0.43808817863464355,1,1,1,2026-02-12T20:21:25.669288,42
mwaskom__seaborn-3407,0,Qwen/Qwen2.5-Coder-7B-Instruct,00057df0d7c14a21d07d9b3ae152ec067a13c53bc3ce3f69953fc7520ce9dfb5,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8030421733856201,0.450960636138916,1,1,1,2026-02-12T20:21:27.677138,42
pallets__flask-4045,0,Qwen/Qwen2.5-Coder-7B-Instruct,e3157fc49ea3b2b854309de0b637d8d179aabdb426b10c4cbe8bee4f2e068962,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4983570575714111,0.4518768787384033,3,0,1,2026-02-12T20:21:29.931576,42
pallets__flask-4992,0,Qwen/Qwen2.5-Coder-7B-Instruct,71f8acbc13beaff5d55cae3863a9e214678de3925c45241721ce8dcbbdae8eb0,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.5456955432891846,0.49565720558166504,3,2,1,2026-02-12T20:21:31.882364,42
pallets__flask-5063,0,Qwen/Qwen2.5-Coder-7B-Instruct,277c4d384d0704662816225bfc7675139cea5276be20f2493cda58314ac1bc6c,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,5.025605916976929,0.5760707855224609,13,0,3,2026-02-12T20:21:35.924425,42
psf__requests-1963,0,Qwen/Qwen2.5-Coder-7B-Instruct,1215dd4151868406e651e26ab93fb6a5f7f05c91b4b9ba6c74244c8d08d78f8c,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.3688805103302,0.45482683181762695,2,1,1,2026-02-12T20:21:41.526747,42
psf__requests-2148,0,Qwen/Qwen2.5-Coder-7B-Instruct,8898fe07d7f3537b9051f08f96cf72ad3ddf3c6b02399e84ff2ec86024f31f09,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.331831455230713,0.44094014167785645,3,0,1,2026-02-12T20:21:44.350970,42
psf__requests-2317,0,Qwen/Qwen2.5-Coder-7B-Instruct,625a539e1a79ddafa33d8ad4610fc5c7028bf20473fd6c7730110196aa854840,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7871747016906738,0.4448552131652832,1,1,1,2026-02-12T20:21:46.124137,42
psf__requests-2674,0,Qwen/Qwen2.5-Coder-7B-Instruct,a979874846f28f2a668bea97b664d299d050a554714f7173c601e372d32fd319,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.5753173828125,0.4622676372528076,3,0,1,2026-02-12T20:21:48.356575,42
psf__requests-3362,0,Qwen/Qwen2.5-Coder-7B-Instruct,76937754dcc6ca4e521542292e886eebe2f493e53d440dbcffb0b4c1f51325c7,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_hunk_failed,1,3.6131880283355713,0.45122766494750977,3,3,1,2026-02-12T20:21:51.394766,42
psf__requests-863,0,Qwen/Qwen2.5-Coder-7B-Instruct,4f6d7ad8add88bfa6ff3bd9c4d27297febd072a357f770c069d4c213ea7fdac6,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.4863927364349365,0.44298338890075684,2,2,1,2026-02-12T20:21:55.459717,42
pydata__xarray-3364,0,Qwen/Qwen2.5-Coder-7B-Instruct,c3faaa494457a49a95f04d09f0e4c0fe9b9ce0353e6ac55bb37dbd0cfe4c8317,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,8.514190196990967,0.47138166427612305,26,0,1,2026-02-12T20:21:58.389854,42
pydata__xarray-4094,0,Qwen/Qwen2.5-Coder-7B-Instruct,3b273df1385924653a09d2b3f290ee073022ccc5aefd941db5f044a33b2465f9,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4524867534637451,0.4489321708679199,1,0,1,2026-02-12T20:22:07.375878,42
pydata__xarray-4248,0,Qwen/Qwen2.5-Coder-7B-Instruct,9b7db3a18923a304d760886907db4e7a6adb64fa7afec4b0d6b0056371a85c4d,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,6.003265619277954,0.5202364921569824,6,0,2,2026-02-12T20:22:09.277824,42
pydata__xarray-4493,0,Qwen/Qwen2.5-Coder-7B-Instruct,768bd8412162a57945769478ca59cba070f36211516e5515e0f76d4a83111253,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4098570346832275,0.5571043491363525,1,1,1,2026-02-12T20:22:15.801720,42
pydata__xarray-5131,0,Qwen/Qwen2.5-Coder-7B-Instruct,c8c5758b1742682aa205c60b3f12f154ce2a472551b1321ef8992c67e20a5773,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6300666332244873,0.45641398429870605,1,1,1,2026-02-12T20:22:17.769330,42
pylint-dev__pylint-5859,0,Qwen/Qwen2.5-Coder-7B-Instruct,17adc4338664643c4feacd2735bd0294cf333293a880dac27ee2810f41243497,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4711368083953857,0.5856266021728516,1,1,1,2026-02-12T20:22:19.856457,42
pylint-dev__pylint-6506,0,Qwen/Qwen2.5-Coder-7B-Instruct,645ccea1bda2e4da85b10d582724d221e0d845df51e4d00330816e4f8ee928db,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.9171383380889893,0.4733579158782959,4,0,1,2026-02-12T20:22:21.913733,42
pylint-dev__pylint-7080,0,Qwen/Qwen2.5-Coder-7B-Instruct,6b08ffc38225db77aefb042867a60fc5da76265a53e82cc2a33384dcbcbe164a,B-v2-step2-A,False,GEN,GEN_FAIL,llm_call_fail,,0.022908449172973633,0.022908449172973633,0,0,0,2026-02-12T20:22:24.304785,42
pylint-dev__pylint-7114,0,Qwen/Qwen2.5-Coder-7B-Instruct,9500ff71f5e4b6a7a3ee7ee917617395fa19f00bb2a29202c63f38cd6fa2aba3,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4777019023895264,0.4753842353820801,1,1,1,2026-02-12T20:22:24.327920,42
pylint-dev__pylint-7228,0,Qwen/Qwen2.5-Coder-7B-Instruct,3d22487aa9ac4c7430627c6a0c694e331d0f1077b4f42f5930a7240de19326cf,B-v2-step2-A,False,GEN,GEN_FAIL,llm_call_fail,,0.02257704734802246,0.02257704734802246,0,0,0,2026-02-12T20:22:26.281633,42
pylint-dev__pylint-7993,0,Qwen/Qwen2.5-Coder-7B-Instruct,77d5e23ec460c4540d7f443a64e83276e55d0cdf29a52ee91f50e54bea0425a6,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.2710647583007812,0.47532105445861816,1,1,1,2026-02-12T20:22:26.304478,42
pytest-dev__pytest-11143,0,Qwen/Qwen2.5-Coder-7B-Instruct,ca3306d4b6b25b13fda549cc0619631329fdae36f2dbf5683d7e6ed7d2ee2440,B-v2-step2-A,False,GEN,GEN_FAIL,llm_call_fail,,0.01353144645690918,0.01353144645690918,0,0,0,2026-02-12T20:22:28.051441,42
pytest-dev__pytest-11148,0,Qwen/Qwen2.5-Coder-7B-Instruct,531552d7ca9f17d1a79870431953d792cf47075b6f51f3eb6efeb5528529423b,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.8308303356170654,0.45772814750671387,3,3,2,2026-02-12T20:22:28.065345,42
pytest-dev__pytest-5103,0,Qwen/Qwen2.5-Coder-7B-Instruct,25603f733fdbe16b757c9ceb07a12fcb6ec610fb9222d5849052f3f4593632cf,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.473388195037842,0.46245574951171875,6,0,2,2026-02-12T20:22:31.354608,42
pytest-dev__pytest-5221,0,Qwen/Qwen2.5-Coder-7B-Instruct,0d658cf9ea4e3bebb608f9c687325e0b23701678fe3509ab3091e1a13ea6efe6,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.2580087184906006,0.4944431781768799,1,0,1,2026-02-12T20:22:34.290888,42
